"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.241718200E1,1.473596870E0,3.105897113E0,2.470890663E0
4.242722900E1,1.932078511E0,2.474272107E0,1.306689415E0
4.243727500E1,2.435087723E0,1.640288417E0,4.623744249E-1
4.244732200E1,3.070831946E0,8.804252011E-1,-3.459972918E-2
4.245736900E1,3.405674504E0,-4.163276017E-2,-5.444064751E-2
4.246741500E1,3.050065559E0,-4.301165056E-1,1.504376028E-1
4.247746200E1,1.889620563E0,-9.626844156E-1,-2.095789732E-1
4.248750800E1,8.172826541E-1,-1.807784833E0,-4.699899848E-1
4.249755500E1,-1.638573648E-1,-2.462742568E0,-6.669632381E-1
4.250760200E1,-1.185414946E0,-2.662671150E0,-7.725050421E-1
4.251764800E1,-1.819666813E0,-2.766209552E0,-6.467942910E-1
4.252769500E1,-2.080929911E0,-2.730424007E0,-3.173319018E-1
4.253774200E1,-2.003738478E0,-2.575135408E0,-1.411050081E-1
4.254778800E1,-1.404091748E0,-2.639495711E0,-2.537790996E-1
4.255783500E1,-3.360397028E-1,-2.841167933E0,-6.880880588E-1
4.256788100E1,4.593187431E-1,-2.870770047E0,-8.481684512E-1
4.257792800E1,1.028913781E0,-2.667588658E0,-7.153859313E-1
4.258797500E1,1.288005514E0,-2.575927706E0,-5.301419002E-1
4.259802100E1,1.145445427E0,-2.510234238E0,-2.124854779E-1
4.260806800E1,9.077751137E-1,-2.375732490E0,2.003706318E-1
4.261811400E1,6.762329753E-1,-2.228555734E0,6.082099767E-1
4.262816100E1,4.192448507E-1,-1.981753532E0,6.667411901E-1
4.263820800E1,3.273274977E-2,-1.881826955E0,2.870146734E-1
4.264825400E1,-4.547838254E-1,-1.704240584E0,-3.956049232E-1
4.265830100E1,-7.724547561E-1,-1.517295159E0,-1.063783359E0
4.266834800E1,-7.375674900E-1,-1.346752928E0,-1.799620512E0
4.267839400E1,-2.333878121E-1,-1.125422952E0,-2.300362612E0
4.268844100E1,4.442112920E-1,-7.320392400E-1,-2.248179574E0
4.269848700E1,9.695376447E-1,-2.379536104E-1,-1.944278142E0
4.270853400E1,1.570410974E0,2.448316902E-1,-1.368491707E0
4.271858100E1,1.993717520E0,5.261944449E-1,-9.107922770E-1
4.272862700E1,1.969605503E0,6.145721859E-1,-5.014675932E-1
4.273867400E1,1.636304709E0,5.001281422E-1,-4.485728033E-1
4.274872000E1,7.788826002E-1,5.373620421E-1,-5.600330128E-1
4.275876700E1,-5.465993637E-2,6.243808901E-1,-4.908930498E-1
4.276881400E1,-5.613193637E-1,6.850071609E-1,-6.478083444E-1
4.277886000E1,-8.960382901E-1,8.164408743E-1,-7.650771779E-1
4.278890700E1,-9.029146157E-1,9.791554374E-1,-8.689399539E-1
4.279895300E1,-7.015775122E-1,1.268897252E0,-8.028096990E-1
4.280900000E1,-3.520286217E-1,1.545274086E0,-6.249221961E-1
4.281904700E1,4.428787116E-2,2.128404624E0,-3.260319740E-1
4.282909300E1,7.635142171E-1,2.866705062E0,2.576171388E-1
4.283914000E1,1.332352552E0,3.733521454E0,8.055768938E-1
4.284918700E1,1.293031781E0,4.362077256E0,1.704041048E0
4.285923300E1,8.032557685E-1,4.670617284E0,2.624549058E0
4.286928000E1,1.376345760E-1,4.727542267E0,3.384860170E0
4.287932600E1,-3.750805019E-1,4.440853284E0,3.731953815E0
4.288937300E1,-5.950304257E-1,3.962427083E0,3.519247897E0
4.289942000E1,-8.347261409E-1,3.358904380E0,2.755795661E0
4.290946600E1,-1.022023714E0,2.679674268E0,1.475803171E0
4.291951300E1,-1.183466289E0,2.000143025E0,2.951768017E-1
4.292955900E1,-1.054886747E0,1.446204711E0,-3.903772201E-1
4.293960600E1,-4.985795072E-1,8.202216840E-1,-6.605682115E-1
4.294965300E1,-1.725586429E-3,4.204931581E-1,-5.804866462E-1
4.295969900E1,3.590414432E-1,1.139312428E-1,1.231031122E-1
4.296974600E1,1.787676550E-1,5.004690349E-2,5.484816921E-1
4.297979200E1,-4.321526888E-1,-1.800381088E-1,9.515168184E-1
4.298983900E1,-1.108843611E0,-4.439755762E-1,1.424315075E0
4.299988600E1,-1.354660703E0,-7.277117157E-1,1.934546036E0
4.300993200E1,-1.518809003E0,-1.053875252E0,2.293400770E0
4.301997900E1,-1.601596660E0,-1.399366175E0,2.518552487E0
4.303002600E1,-1.472794193E0,-1.900077869E0,2.464807220E0
4.304007200E1,-1.345992644E0,-2.332596411E0,2.100377896E0
4.305011900E1,-1.221713876E0,-2.797917833E0,1.540165812E0
4.306016500E1,-1.023722111E0,-3.323393070E0,8.577356654E-1
4.307021492E1,-7.650590515E-1,-3.691579961E0,2.227135737E-1
4.308026192E1,-5.125591765E-1,-4.353932669E0,-4.123175812E-1
4.309030792E1,-4.130454133E-1,-4.482235783E0,-9.312168936E-1
4.310035492E1,-5.544002438E-1,-4.381388855E0,-1.307310389E0
4.311040092E1,-6.459190359E-1,-4.534737348E0,-1.564848225E0
4.312044792E1,-4.421426202E-1,-4.620642886E0,-1.283504182E0
4.313049492E1,-4.038669658E-1,-3.815372533E0,-1.385934974E0
4.314054092E1,-5.136632770E-1,-3.418733675E0,-1.322358199E0
4.315058792E1,-5.739629808E-1,-3.100425873E0,-9.027066010E-1
4.316063392E1,-6.239225415E-1,-2.541142035E0,-4.113114215E-1
4.317068092E1,-3.099586359E-1,-2.137174278E0,-1.353016466E-1
4.318072792E1,-1.406582078E-1,-1.608003600E0,1.499465829E-1
4.319077392E1,-4.074148370E-1,-8.334504247E-1,4.389756221E-1
4.320082092E1,-6.434621090E-1,-8.018321908E-1,5.131550078E-1
4.321086692E1,-8.196487299E-1,-6.936195248E-1,1.894426243E-1
4.322091392E1,-8.911495793E-1,-5.533383894E-1,-1.673164679E-1
4.323096092E1,-7.881000779E-1,-4.086314964E-1,-3.710748303E-1
4.324100692E1,-5.208554254E-1,4.878039658E-2,-4.062085564E-1
4.325105392E1,1.120275356E-1,5.969077474E-1,-3.045083731E-1
4.326110092E1,4.436478397E-1,1.146305113E0,-1.302050672E-1
4.327114692E1,6.163451348E-1,1.637213951E0,1.837088446E-1
4.328119392E1,3.379632906E-1,2.228298456E0,5.657971980E-1
4.329123992E1,-2.177459986E-1,2.617710739E0,1.219432731E0
4.330128692E1,-6.401818210E-1,2.893303462E0,2.025994735E0
4.331133392E1,-8.686423306E-1,3.708237509E0,2.404585722E0
4.332137992E1,-1.006485469E0,3.865739279E0,2.327131603E0
4.333142692E1,-7.122197371E-1,3.564422316E0,2.057362123E0
4.334147292E1,-1.517055716E-1,3.513967277E0,1.322678334E0
4.335151992E1,4.448631104E-1,3.586164603E0,6.187361343E-1
4.336156692E1,1.372199572E0,3.435014078E0,-1.951034600E-1
4.337161292E1,2.470181395E0,3.380972357E0,-8.527683096E-1
4.338165992E1,2.996973426E0,3.157303494E0,-9.917708051E-1
4.339170592E1,3.169286193E0,2.623952057E0,-9.648415996E-1
4.340175292E1,2.990673051E0,1.994643134E0,-4.569441158E-1
4.341179992E1,2.081580998E0,1.341469969E0,5.192872752E-1
4.342184592E1,1.134547313E0,8.321470803E-1,7.200658965E-1
4.343189292E1,4.861945928E-1,1.490870422E-1,7.614676917E-1
4.344193892E1,-2.647666025E-1,-1.541378671E-1,7.732568479E-1
4.345198592E1,-5.937302242E-1,-1.282785559E-1,6.010544465E-1
4.346203292E1,-4.069710334E-1,-8.001739204E-2,3.080178720E-1
4.347207892E1,4.139706621E-1,-2.060973948E-1,2.016995578E-1
4.348212592E1,1.203088375E0,-4.073556340E-1,3.375544971E-1
4.349217192E1,1.513325484E0,-5.089662087E-1,2.223637640E-1
4.350221892E1,1.349754597E0,-5.048737425E-1,2.155131662E-1
4.351226592E1,9.480124359E-1,-7.590516222E-1,2.055791853E-1
4.352231192E1,6.746415094E-1,-9.152547258E-1,3.804505482E-1
4.353235892E1,5.938880260E-1,-9.230104727E-1,5.705578548E-1
4.354240492E1,7.571752506E-1,-1.077232540E0,6.586664777E-1
4.355245192E1,8.570272022E-1,-1.094702851E0,3.805319707E-1
4.356249892E1,6.759388603E-1,-1.475459501E0,6.481521606E-2
4.357254492E1,3.670990891E-1,-1.870279874E0,-3.212523137E-1
4.358259192E1,1.948407007E-1,-2.247170345E0,-6.760977584E-1
4.359263792E1,1.125537119E-1,-2.630013866E0,-8.549851352E-1
4.360268492E1,1.391423902E-1,-2.842775917E0,-7.433939481E-1
4.361273192E1,3.186010399E-1,-2.991317414E0,-6.230518180E-1
4.362277792E1,3.991421963E-1,-3.191385160E0,-6.936994855E-1
4.363282492E1,3.333284951E-1,-3.308555176E0,-8.512885255E-1
4.364287092E1,4.197731466E-1,-3.411400098E0,-1.031792657E0
4.365291792E1,5.238019835E-1,-3.485400705E0,-1.189028526E0
4.366296492E1,4.967537141E-1,-3.394008724E0,-1.443078790E0
4.367301092E1,2.191894569E-1,-3.261391534E0,-1.596258298E0
4.368305792E1,-1.346796490E-2,-3.211962097E0,-1.665136160E0
4.369310392E1,-8.178303190E-2,-2.933994235E0,-1.768006225E0
4.370315092E1,-1.664829473E-1,-2.419584854E0,-1.968182729E0
4.371319792E1,-3.064109840E-1,-2.084955134E0,-1.900301818E0
4.372324392E1,-6.239182292E-1,-1.596796242E0,-1.798596079E0
4.373329092E1,-8.480553807E-1,-8.931464034E-1,-1.487888342E0
4.374333692E1,-5.715621141E-1,-3.686476511E-1,-7.849033320E-1
4.375338392E1,-1.069104179E-1,3.797187692E-1,-3.635161346E-1
4.376343092E1,4.019626739E-1,1.392369981E0,-1.409746152E-1
4.377347692E1,7.775011224E-1,2.096315104E0,4.512037580E-1
4.378352392E1,1.242694563E0,2.514204497E0,4.723525523E-1
4.379356992E1,1.528540378E0,2.987922521E0,2.114826804E-1
4.380361692E1,1.349462967E0,3.332658568E0,8.860461295E-2
4.381366392E1,8.232451330E-1,3.371073021E0,1.002962668E-1
4.382370992E1,1.395889713E-1,3.419268111E0,2.733968005E-2
4.383375692E1,-6.610267062E-1,3.202396052E0,-3.332404214E-1
4.384380292E1,-1.419780267E0,2.882097273E0,-9.433095203E-1
4.385384992E1,-1.880299662E0,2.699805062E0,-1.454198294E0
4.386389592E1,-2.005746412E0,2.708937829E0,-1.572813448E0
4.387394292E1,-1.875289183E0,3.158186424E0,-9.503212090E-1
4.388398992E1,-9.733894249E-1,3.944315332E0,2.860386269E-1
4.389403592E1,4.079094384E-2,4.623584620E0,1.186662742E0
4.390408292E1,6.929761849E-1,4.475727832E0,1.772647306E0
4.391412892E1,8.724289875E-1,3.902185559E0,2.023707158E0
4.392417592E1,2.820743243E-1,3.407270794E0,2.135174530E0
4.393422292E1,-4.310050631E-1,2.889305136E0,2.100952385E0
4.394426892E1,-9.946948515E-1,2.508830906E0,2.008332635E0
4.395431592E1,-1.398528269E0,2.070369254E0,1.997902810E0
4.396436192E1,-1.684208754E0,1.561948006E0,2.176898945E0
4.397440892E1,-1.769033580E0,1.069211914E0,2.424933156E0
4.398445592E1,-1.719814496E0,6.943989587E-1,2.616089306E0
4.399450192E1,-1.531813649E0,3.588483024E-1,2.732416154E0
4.400454892E1,-1.027617599E0,1.651247853E-1,2.841475496E0
4.401459492E1,-3.804919173E-1,1.749890381E-1,2.582672469E0
4.402464192E1,1.329191620E-1,7.636405170E-2,1.909735569E0
4.403468892E1,5.890243851E-2,-1.140803468E-1,1.387046530E0
4.404473492E1,-1.191476901E-1,-3.942286348E-1,9.000138120E-1
4.405478192E1,-1.032848153E-1,-6.061621356E-1,5.748333389E-1
4.406482792E1,-8.192040492E-2,-8.597751743E-1,4.372419226E-1
4.407487125E1,-1.354492888E-2,-1.064173368E0,3.198361181E-1
4.408491825E1,2.707868958E-1,-1.380079134E0,6.352648973E-2
4.409496425E1,3.455144214E-1,-1.876901845E0,-2.361842430E-1
4.410501125E1,4.914536882E-1,-2.229729270E0,-6.627013488E-1
4.411505725E1,6.373095956E-1,-2.776378444E0,-1.031546636E0
4.412510425E1,6.310815800E-1,-3.256146582E0,-1.182487684E0
4.413515125E1,5.332738882E-1,-3.518801170E0,-1.307044341E0
4.414519725E1,5.152278823E-1,-3.854961691E0,-1.188894478E0
4.415524425E1,6.026975141E-1,-3.886297504E0,-1.092716113E0
4.416529025E1,4.965896631E-1,-3.851919385E0,-9.312187940E-1
4.417533725E1,4.501310863E-2,-3.713375457E0,-8.287182730E-1
4.418538325E1,-4.773624466E-1,-3.452361597E0,-6.760999511E-1
4.419543025E1,-8.679526515E-1,-3.144806240E0,-5.395776983E-1
4.420547725E1,-1.072752842E0,-2.794642807E0,-1.727976479E-1
4.421552325E1,-9.181967524E-1,-2.381546377E0,3.512100846E-1
4.422557025E1,-6.741042964E-1,-1.867144597E0,4.443736254E-1
4.423561625E1,-4.908281092E-1,-1.574751654E0,4.757686418E-1
4.424566325E1,-4.938662859E-1,-1.236210732E0,7.703626223E-1
4.425571025E1,-1.412357299E-1,-8.639728904E-1,1.026451957E0
4.426575625E1,2.444342623E-1,-4.417191356E-1,7.804728967E-1
4.427580325E1,3.443543704E-1,-1.283358586E-1,3.066740356E-1
4.428584925E1,5.193727177E-2,1.959361035E-1,-2.304422772E-1
4.429589625E1,3.128691606E-2,7.502036154E-1,-5.463994986E-1
4.430594325E1,2.124132648E-1,1.250344622E0,-5.673758000E-1
4.431598925E1,3.247618125E-1,1.666131356E0,-3.387537611E-1
4.432603625E1,5.746406366E-1,1.865186364E0,-9.201368585E-2
4.433608225E1,9.046266805E-1,1.661621983E0,1.186041914E-1
4.434612925E1,5.779041503E-1,1.623836106E0,3.769477737E-1
4.435617625E1,-7.600320540E-3,2.091794622E0,8.033160679E-1
4.436622225E1,-7.037716068E-2,2.398305082E0,1.491466253E0
4.437626925E1,4.443961006E-1,2.523050750E0,1.920923047E0
4.438631525E1,8.877594367E-1,2.658803217E0,2.286522544E0
4.439636225E1,1.189258102E0,2.690010391E0,2.465447490E0
4.440640825E1,1.334483570E0,2.565950017E0,2.345140443E0
4.441645525E1,1.295157975E0,2.277249007E0,1.562537259E0
4.442650225E1,1.358625846E0,1.974622267E0,9.859222738E-1
4.443654825E1,1.605139926E0,1.964396657E0,6.221494465E-1
4.444659525E1,1.774460235E0,1.947711042E0,5.818913667E-1
4.445664125E1,2.075577369E0,1.830814676E0,9.758887441E-1
4.446668825E1,2.307443736E0,1.694459946E0,1.407859256E0
4.447673525E1,2.153196964E0,1.594140437E0,1.509016964E0
4.448678125E1,1.887717148E0,1.300017888E0,1.599885326E0
4.449682825E1,1.382232664E0,1.112470785E0,1.382857000E0
4.450687425E1,9.107091735E-1,1.008713697E0,1.083471811E0
4.451692125E1,6.502590586E-1,7.991646910E-1,7.072441220E-1
4.452696725E1,3.384232106E-1,5.335420561E-1,4.341078150E-1
4.453701425E1,1.660283628E-1,2.556367600E-1,9.377355158E-2
4.454706125E1,1.909258436E-1,-2.574815565E-1,-3.162478280E-1
4.455710725E1,2.963185071E-1,-7.470788634E-1,-6.410232353E-1
4.456715425E1,4.033108225E-1,-1.223018244E0,-9.122223598E-1
4.457720025E1,5.223063388E-1,-1.737986619E0,-8.686483240E-1
4.458724725E1,6.772232743E-1,-2.128608692E0,-7.051873639E-1
4.459729425E1,8.413639732E-1,-2.428838072E0,-7.122195178E-1
4.460734025E1,4.791774955E-1,-2.740414560E0,-7.664215989E-1
4.461738725E1,1.094774187E-2,-3.152466093E0,-6.847595313E-1
4.462743325E1,-1.899569600E-1,-3.501099309E0,-6.145590296E-1
4.463748025E1,-3.191549174E-1,-3.629104800E0,-6.389797796E-1
4.464752725E1,-5.299981318E-1,-3.633118329E0,-6.398094995E-1
4.465757325E1,-6.714560924E-1,-3.609296188E0,-6.616136205E-1
4.466762025E1,-6.022525776E-1,-3.516606710E0,-7.998897457E-1
4.467766625E1,-2.814402303E-1,-3.402855561E0,-9.031960130E-1
4.468771325E1,4.934275255E-2,-3.236675354E0,-9.436394495E-1
4.469775925E1,1.161023505E-1,-2.938518811E0,-1.095637820E0
4.470780625E1,3.567057364E-2,-2.563878348E0,-1.110727145E0
4.471785325E1,1.423816746E-1,-2.158517784E0,-8.567499711E-1
4.472789925E1,4.486643122E-1,-1.751438139E0,-9.353476591E-1
4.473794625E1,5.620825350E-1,-1.204166821E0,-1.350637234E0
4.474799225E1,3.646261920E-1,-7.493393970E-1,-1.646684832E0
4.475803925E1,1.312620977E-1,-3.592786574E-1,-1.773875075E0
4.476808625E1,2.311539564E-1,1.966822082E-1,-1.509070027E0
4.477813225E1,6.753626903E-1,7.681031120E-1,-8.216117133E-1
4.478817925E1,9.558021697E-1,1.461040267E0,-4.637273245E-1
4.479822525E1,8.970505893E-1,2.091879407E0,-1.219916296E-1
4.480827225E1,4.985151513E-1,2.413144730E0,2.021657270E-1
4.481831825E1,3.563366309E-3,2.757128241E0,2.724679703E-1
4.482836525E1,-4.511967413E-1,2.958554295E0,3.682156880E-1
4.483841225E1,-9.071997477E-1,3.004794661E0,1.024904345E-1
4.484845825E1,-1.280296399E0,2.898133847E0,-2.481261577E-1
4.485850525E1,-1.701024761E0,2.909594974E0,-7.466697045E-1
4.486855125E1,-1.773605957E0,3.211876143E0,-1.075655984E0
4.487859825E1,-1.480281845E0,3.819605917E0,-8.985772973E-1
4.488864425E1,-1.026021090E0,4.377189385E0,-6.746882871E-2
4.489869125E1,-1.694482896E-1,4.813931370E0,6.780665159E-1
4.490873825E1,1.022453631E0,4.779051560E0,1.074006046E0
4.491878425E1,1.536348019E0,4.374568078E0,1.470815203E0
4.492883125E1,1.225079241E0,3.823651021E0,2.219549998E0
4.493887725E1,2.455674892E-1,3.430308824E0,2.899077002E0
4.494892425E1,-6.422969051E-1,2.795393005E0,3.353814379E0
4.495897125E1,-1.418032534E0,2.248265528E0,3.831388641E0
4.496901725E1,-1.945747547E0,1.993266115E0,4.133972695E0
4.497906425E1,-2.263844119E0,1.650754933E0,3.853060761E0
4.498911025E1,-2.113835994E0,1.134455731E0,3.393225197E0
4.499915725E1,-1.507560714E0,5.471432644E-1,2.283556691E0
4.500920325E1,-7.830238907E-1,-2.188946110E-1,1.117694541E0
4.501925025E1,-3.860054031E-1,-6.457758522E-1,-2.402679384E-2
4.502929725E1,3.032314509E-1,-1.124321337E0,-9.461726095E-1
4.503934325E1,1.088143810E0,-1.606105594E0,-1.461269331E0
4.504939025E1,1.536361760E0,-1.676471572E0,-1.828577093E0
4.505943625E1,1.368575907E0,-1.786638377E0,-1.571679527E0
4.506948388E1,6.051013776E-1,-1.840854346E0,-1.103457887E0
4.507952987E1,-9.758304913E-2,-1.990158319E0,-6.269693063E-1
4.508957687E1,-4.491852991E-1,-2.291124449E0,-1.475813842E-1
4.509962388E1,-6.654846235E-1,-2.608770931E0,3.523871291E-1
4.510966987E1,-8.009279189E-1,-2.805445538E0,5.324616368E-1
4.511971688E1,-8.741261418E-1,-3.049315361E0,5.305050123E-1
4.512976287E1,-9.083257753E-1,-3.251757077E0,5.375530998E-1
4.513980988E1,-5.491874876E-1,-3.318222962E0,6.357303357E-1
4.514985688E1,1.250799827E-2,-3.205236629E0,4.474616861E-1
4.515990287E1,1.404281929E-1,-2.948566666E0,3.752612905E-1
4.516994988E1,2.818773828E-1,-2.711402430E0,2.176960780E-1
4.517999587E1,1.396664469E-1,-2.546744252E0,2.506572711E-1
4.519004288E1,-1.753100868E-1,-2.226888108E0,2.406741737E-1
4.520008887E1,-3.663555060E-1,-2.100429205E0,2.809392701E-1
4.521013588E1,-5.373305767E-1,-1.976733697E0,3.049140237E-1
4.522018288E1,-6.689595506E-1,-1.850101717E0,1.500049089E-1
4.523022888E1,-5.846167905E-1,-1.711673564E0,-2.987824872E-2
4.524027588E1,-3.308236941E-1,-1.355070008E0,-1.767983128E-1
4.525032187E1,-1.843935536E-1,-9.328969449E-1,-2.848773699E-1
4.526036888E1,-1.791091324E-1,-4.910099941E-1,-2.328137617E-1
4.527041487E1,-1.032912107E-1,3.552651286E-2,8.492627576E-2
4.528046188E1,1.897656830E-1,5.585681391E-1,4.578622748E-1
4.529050888E1,3.953694266E-1,1.018234718E0,6.107937151E-1
4.530055488E1,2.918637693E-1,1.439742953E0,5.202739929E-1
4.531060188E1,-1.375557482E-1,1.884069947E0,4.523809487E-1
4.532064787E1,-5.207907405E-1,2.273993862E0,1.787949908E-1
4.533069488E1,-6.574683101E-1,2.535247457E0,-1.001758142E-1
4.534074087E1,-5.093448159E-1,2.480744390E0,-4.600731070E-1
4.535078788E1,-1.995833042E-1,2.376529466E0,-7.008724111E-1
4.536083488E1,6.734472156E-2,2.563801750E0,-6.483964281E-1
4.537088088E1,5.190248449E-1,2.964295676E0,4.139552401E-1
4.538092788E1,1.180902650E0,3.254329852E0,1.545981745E0
4.539097388E1,1.840032812E0,3.260549535E0,2.562097287E0
4.540102088E1,1.953605182E0,3.091149266E0,3.714671200E0
4.541106687E1,1.550633644E0,3.074567732E0,4.365755739E0
4.542111388E1,1.186981415E0,2.631539989E0,4.262352993E0
4.543116088E1,9.931478244E-1,1.566341019E0,3.379858462E0
4.544120688E1,8.694833064E-1,8.767572427E-1,2.201359018E0
4.545125388E1,5.672594039E-1,3.833873123E-1,1.176066710E0
4.546129988E1,5.502170726E-1,1.229780549E-1,-7.094134390E-4
4.547134688E1,8.673574050E-1,1.034641421E-1,-7.460744579E-1
4.548139287E1,1.583818932E0,1.654358572E-1,-8.614660428E-1
4.549143988E1,2.413506965E0,6.584724963E-2,-6.823348372E-1
4.550148688E1,2.606546943E0,-4.114861071E-2,-2.436045058E-1
4.551153288E1,2.185648280E0,-3.629600644E-2,1.947134507E-1
4.552157988E1,1.573776631E0,-1.736400855E-1,6.092113124E-1
4.553162588E1,8.944024584E-1,-3.322633517E-1,7.708137350E-1
4.554167288E1,2.972062971E-1,-5.923211914E-1,6.403202538E-1
4.555171888E1,-1.316248991E-1,-9.333927888E-1,2.620833153E-1
4.556176588E1,-5.404757940E-1,-1.285478202E0,-2.288794626E-1
4.557181288E1,-7.446842093E-1,-1.687599408E0,-7.579348040E-1
4.558185888E1,-7.310007014E-1,-1.996993130E0,-1.282273489E0
4.559190588E1,-6.057377008E-1,-2.510569283E0,-1.648005718E0
4.560195188E1,-3.856642181E-1,-2.741927235E0,-1.837458429E0
4.561199888E1,-8.010027632E-2,-2.858923003E0,-1.721267676E0
4.562204488E1,2.858040074E-1,-3.141911284E0,-1.571885203E0
4.563209188E1,5.735022933E-1,-3.207767889E0,-1.297509432E0
4.564213888E1,5.541295542E-1,-3.262727623E0,-1.320120615E0
4.565218488E1,3.145223878E-1,-3.426661915E0,-1.363430357E0
4.566223188E1,1.920282631E-1,-3.521235366E0,-1.503401736E0
4.567227788E1,1.158786945E-1,-3.593109341E0,-1.532961019E0
4.568232488E1,8.520489559E-2,-3.638053964E0,-1.586337181E0
4.569237088E1,1.711188392E-1,-3.504138692E0,-1.650710055E0
4.570241788E1,1.060672129E-1,-3.280044737E0,-1.529795337E0
4.571246488E1,9.498169597E-2,-2.949342007E0,-1.538778414E0
4.572251088E1,2.332676883E-1,-2.693045681E0,-1.301620610E0
4.573255788E1,3.314759145E-1,-2.276851396E0,-1.087225870E0
4.574260388E1,4.517876755E-2,-1.592999060E0,-8.377947597E-1
4.575265088E1,4.657457102E-2,-9.700846517E-1,-1.587507355E-1
4.576269688E1,7.467994396E-2,-9.722574770E-2,-6.067129433E-2
4.577274388E1,3.986529306E-2,5.649211389E-1,9.425463125E-2
4.578279088E1,-2.044822477E-2,1.118254851E0,5.053257322E-1
4.579283688E1,8.288895965E-2,1.824577451E0,5.802559005E-1
4.580288388E1,2.639695174E-1,2.384569972E0,5.566857742E-1
4.581292988E1,3.690696373E-1,2.817615348E0,6.482261279E-1
4.582297688E1,3.185357704E-1,3.251216794E0,4.555109632E-1
4.583302288E1,2.475922338E-1,3.447806616E0,-4.442129731E-3
4.584306988E1,1.484036123E-1,3.317338278E0,-6.075334539E-1
4.585311588E1,-1.357399319E-1,3.284071714E0,-1.164770620E0
4.586316288E1,-4.592705401E-1,3.453820478E0,-1.678205271E0
4.587320988E1,-6.459088764E-1,3.788344948E0,-1.493349057E0
4.588325588E1,-6.375660691E-1,4.291599596E0,-5.329794078E-1
4.589330288E1,-4.849234081E-1,4.784723359E0,5.556620729E-1
4.590334888E1,-4.900847088E-1,4.960377810E0,1.793540869E0
4.591339588E1,-7.519992954E-1,4.959218892E0,2.677678614E0
4.592344188E1,-1.179307018E0,4.718621171E0,3.085424842E0
4.593348888E1,-1.600538168E0,4.376570165E0,3.162132710E0
4.594353588E1,-1.910388557E0,4.014584246E0,3.120706941E0
4.595358188E1,-1.874572315E0,3.598023925E0,2.879333294E0
4.596362888E1,-1.519390363E0,3.198788905E0,2.725830435E0
4.597367488E1,-1.074243443E0,2.934098901E0,2.598812538E0
4.598372188E1,-7.272440846E-1,2.555691662E0,2.634835480E0
4.599376788E1,-5.759014790E-1,2.165143265E0,2.516542799E0
4.600381488E1,-5.757354911E-1,1.660562468E0,2.377659879E0
4.601386188E1,-6.713475535E-1,1.103447362E0,2.200259157E0
4.602390788E1,-6.555956662E-1,5.556000924E-1,2.090077879E0
4.603395488E1,-5.482774050E-1,1.157222450E-2,1.953810127E0
4.604400088E1,-3.856334836E-1,-5.091223294E-1,1.700721729E0
4.605404788E1,-1.379785019E-1,-1.081078253E0,1.083738152E0
4.606409388E1,-2.946496021E-2,-1.783705999E0,4.237007944E-1
4.607414012E1,7.345765661E-2,-2.173954434E0,-1.392602116E-1
4.608418613E1,-4.157940432E-2,-2.742016697E0,-8.790050586E-1
4.609423312E1,-1.267874428E-1,-3.125506920E0,-1.307490776E0
4.610428012E1,-9.025436830E-2,-3.374257999E0,-1.772104684E0
4.611432613E1,1.121431643E-1,-3.730920027E0,-2.239718214E0
4.612437312E1,2.056825714E-1,-3.894766027E0,-2.207700469E0
4.613441913E1,-2.877067644E-2,-3.870877227E0,-1.888619227E0
4.614446612E1,-1.996949860E-1,-3.877772264E0,-1.037323685E0
4.615451213E1,-3.892513387E-1,-3.777742776E0,-6.555328086E-2
4.616455912E1,-7.097066769E-1,-3.487874662E0,6.723339057E-1
4.617460612E1,-9.564910448E-1,-3.208884122E0,1.181700502E0
4.618465212E1,-1.021278048E0,-3.334505703E0,1.844856618E0
4.619469912E1,-1.192804950E0,-3.250965949E0,1.695232948E0
4.620474513E1,-1.014776456E0,-3.098382272E0,1.168892908E0
4.621479212E1,-6.435122488E-1,-3.024246009E0,5.325480294E-1
4.622483813E1,-3.110153740E-1,-2.732240737E0,-6.137990378E-2
4.623488512E1,-5.204599343E-2,-2.394800261E0,-5.633388823E-1
4.624493113E1,1.506878637E-1,-2.139503809E0,-9.264381105E-1
4.625497812E1,1.886194094E-1,-1.781829042E0,-9.291839629E-1
4.626502512E1,3.521938786E-2,-1.407701381E0,-6.712089014E-1
4.627507113E1,-1.562281736E-1,-1.068960484E0,-1.996965209E-1
4.628511812E1,-3.767154931E-1,-7.045210737E-1,1.367254436E-2
4.629516413E1,-8.237485783E-1,-3.523415208E-1,3.054146916E-3
4.630521112E1,-1.289318653E0,1.232651532E-2,-1.185158984E-1
4.631525713E1,-1.583418397E0,5.158092052E-1,-2.311334181E-1
4.632530412E1,-1.626772578E0,1.335297064E0,-2.291792786E-1
4.633535013E1,-1.200361745E0,2.258512189E0,-2.250951447E-2
4.634539712E1,-4.643013749E-1,3.013174891E0,-3.185197636E-2
4.635544412E1,4.448025917E-1,3.472223420E0,-1.410026819E-1
4.636549013E1,8.795743581E-1,3.828748038E0,-1.391783506E-1
4.637553712E1,1.075690556E0,4.305463344E0,2.108663839E-1
4.638558313E1,1.486832043E0,4.380210641E0,8.471439459E-1
4.639563012E1,1.925651836E0,4.044600343E0,1.478383693E0
4.640567613E1,2.039464088E0,3.747775211E0,2.089104318E0
