"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.956071362E2,-1.593520486E-1,4.175141187E0,1.025656516E0
1.956171812E2,-4.320923529E-1,3.875086053E0,2.015322397E0
1.956272272E2,-7.422432160E-1,3.672755435E0,2.717261925E0
1.956372722E2,-1.083879435E0,3.404427878E0,3.401607766E0
1.956473182E2,-1.225089328E0,2.956010756E0,3.870455643E0
1.956573632E2,-1.156480000E0,2.332316914E0,4.097813514E0
1.956674092E2,-1.105931990E0,1.623879375E0,4.132394532E0
1.956774542E2,-1.128432514E0,9.583919746E-1,3.966351149E0
1.956875002E2,-1.060950237E0,3.294976187E-1,3.494184392E0
1.956975452E2,-7.838321221E-1,-3.639991146E-1,2.770235360E0
1.957075902E2,-4.181511290E-1,-1.000998881E0,1.890373830E0
1.957176362E2,-1.374815982E-1,-1.619460635E0,1.171045779E0
1.957276812E2,-4.854705613E-2,-1.960919318E0,4.367623778E-1
1.957377272E2,-2.619680520E-2,-2.305821426E0,-2.265364102E-1
1.957477722E2,-1.428888840E-1,-2.657037358E0,-7.664665494E-1
1.957578182E2,-4.024089626E-1,-2.828856620E0,-1.264461700E0
1.957678632E2,-6.663305694E-1,-3.042291686E0,-1.428819770E0
1.957779092E2,-8.789553572E-1,-3.183855116E0,-1.485543024E0
1.957879542E2,-1.012868656E0,-3.286989475E0,-1.341944763E0
1.957980002E2,-9.534579478E-1,-3.365177858E0,-1.028139244E0
1.958080452E2,-7.326689851E-1,-3.336721213E0,-7.465806806E-1
1.958180912E2,-4.517760542E-1,-3.258208310E0,-3.568712857E-1
1.958281362E2,3.923993334E-3,-3.028038513E0,-1.769279748E-1
1.958381812E2,3.014748377E-1,-2.832822202E0,6.344930649E-2
1.958482272E2,4.009710592E-1,-2.622237069E0,1.007463562E-1
1.958582722E2,1.886406056E-1,-2.324894459E0,6.968879722E-2
1.958683182E2,-6.429693349E-2,-2.131708885E0,-1.906713436E-1
1.958783632E2,-4.102085636E-1,-2.165202906E0,-3.827616602E-1
1.958884092E2,-7.872020917E-1,-2.065565182E0,-4.021464226E-1
1.958984542E2,-8.813241374E-1,-1.911907371E0,-2.463169561E-1
1.959085002E2,-9.010366362E-1,-1.804004023E0,-1.444701538E-1
1.959185452E2,-9.509138243E-1,-1.650946137E0,3.053006709E-2
1.959285912E2,-1.015206007E0,-1.327405077E0,3.038668605E-1
1.959386362E2,-1.014598847E0,-8.881517118E-1,4.820596611E-1
1.959486812E2,-9.415841532E-1,-5.362516558E-1,7.317082876E-1
1.959587272E2,-6.193513345E-1,1.256157339E-2,7.795923060E-1
1.959687722E2,-2.394875544E-1,5.235976964E-1,5.455264727E-1
1.959788182E2,6.870953478E-2,9.153289855E-1,1.897883044E-1
1.959888632E2,2.875009424E-1,1.280563032E0,-1.798434331E-1
1.959989092E2,2.588573333E-1,1.498308080E0,-4.258731812E-1
1.960089542E2,5.927863374E-2,1.867745106E0,-4.273876101E-1
1.960190002E2,-1.862601310E-2,2.279280914E0,-4.893365210E-1
1.960290452E2,2.290427461E-2,2.342352490E0,-4.769668094E-1
1.960390912E2,2.149896211E-1,2.257932145E0,-4.846868151E-1
1.960491362E2,3.985401524E-1,2.393348982E0,-6.857545082E-1
1.960591822E2,4.987175746E-1,2.695928943E0,-4.932529861E-1
1.960692272E2,8.305616078E-1,2.951953374E0,8.681295298E-2
1.960792732E2,1.562842338E0,3.050879492E0,9.943598791E-1
1.960893182E2,2.236941226E0,3.085444137E0,1.942385398E0
1.960993632E2,2.478339431E0,3.064026371E0,2.861560097E0
1.961094092E2,2.312358613E0,2.940262451E0,3.263576054E0
1.961194542E2,1.856073040E0,2.702631022E0,3.049634619E0
1.961295002E2,1.388998477E0,2.251109029E0,2.425975276E0
1.961395452E2,1.062020204E0,1.908148196E0,1.780885156E0
1.961495912E2,9.375892624E-1,1.834369199E0,1.226344140E0
1.961596362E2,1.106065964E0,1.857576213E0,1.089936200E0
1.961696822E2,1.407992280E0,1.973761557E0,1.257442557E0
1.961797272E2,2.113931596E0,2.080309521E0,1.556186745E0
1.961897732E2,2.804486887E0,1.879833055E0,2.013661203E0
1.961998182E2,3.051778793E0,1.567168985E0,2.211195935E0
1.962098642E2,2.798969747E0,1.146189339E0,2.121127764E0
1.962199092E2,2.220763588E0,6.271191412E-1,1.614947754E0
1.962299543E2,1.396404706E0,1.111175627E-1,9.271800490E-1
1.962400003E2,5.554941847E-1,-4.586976957E-1,2.530726828E-1
1.962500453E2,-9.099648960E-2,-1.100562930E0,-5.086393493E-1
1.962600913E2,-5.532115048E-1,-1.796676877E0,-1.053635516E0
1.962701363E2,-9.172967197E-1,-2.466868363E0,-1.432501761E0
1.962801822E2,-1.178646282E0,-2.985523993E0,-1.682402403E0
1.962902273E2,-1.343735034E0,-3.396328899E0,-1.778576821E0
1.963002732E2,-1.329536387E0,-3.704056749E0,-1.840888844E0
1.963103183E2,-1.084557785E0,-4.027843977E0,-1.768081069E0
1.963203642E2,-7.028894813E-1,-4.237385382E0,-1.786210361E0
1.963304093E2,-3.664848391E-1,-4.367411086E0,-1.799532073E0
1.963404552E2,-1.734485161E-1,-4.453307853E0,-1.904439307E0
1.963505003E2,-1.332204764E-1,-4.444337055E0,-2.026074257E0
1.963605453E2,-2.293744294E-1,-4.487915184E0,-1.975960695E0
1.963705913E2,-5.426860050E-1,-4.326069517E0,-1.865809677E0
1.963806363E2,-6.430786778E-1,-4.068741742E0,-1.877588308E0
1.963906823E2,-5.057605458E-1,-3.926726907E0,-1.570568556E0
1.964007273E2,-2.909876371E-1,-3.423331926E0,-1.180015481E0
1.964107733E2,3.022776604E-2,-2.882328238E0,-6.759772327E-1
1.964208183E2,3.289743660E-1,-2.270973775E0,-2.745823234E-1
1.964308643E2,3.873758443E-1,-1.542422399E0,1.202806612E-1
1.964409093E2,2.085446008E-1,-8.521047968E-1,3.626408795E-1
1.964509553E2,-4.145018086E-2,-3.366663051E-1,4.974296522E-1
1.964610003E2,-3.059514660E-1,7.737503529E-2,6.593577647E-1
1.964710462E2,-5.364100423E-1,5.343951648E-1,8.629256541E-1
1.964810913E2,-6.172658519E-1,1.001471336E0,9.259516221E-1
1.964911363E2,-5.249662372E-1,1.498193475E0,9.227807502E-1
1.965011823E2,-3.640996867E-1,2.059018639E0,9.317445318E-1
1.965112273E2,-8.318570584E-2,2.654417220E0,6.773397070E-1
1.965212733E2,3.205095711E-1,3.158974044E0,4.896434633E-1
1.965313183E2,6.727084929E-1,3.530140091E0,1.139120201E-1
1.965413643E2,8.370417845E-1,3.584588778E0,-1.128220260E-1
1.965514093E2,8.672490853E-1,3.627029039E0,-5.411814433E-1
1.965614553E2,7.152678175E-1,3.812165335E0,-1.122484068E0
1.965715003E2,4.421746337E-1,4.199812344E0,-1.217331242E0
1.965815463E2,9.737178192E-2,4.648494928E0,-8.298520482E-1
1.965915913E2,-8.564424075E-2,4.869761755E0,-1.984983534E-1
1.966016373E2,-2.984438603E-1,4.944956363E0,5.117260945E-1
1.966116823E2,-6.610517762E-1,4.714525781E0,1.115720083E0
1.966217273E2,-1.098494624E0,4.211531333E0,1.564782736E0
1.966317733E2,-1.580760692E0,3.639635636E0,1.848818253E0
1.966418183E2,-1.841113523E0,3.025454044E0,2.077236809E0
1.966518643E2,-1.838831063E0,2.459385681E0,2.398665855E0
1.966619093E2,-1.663615299E0,2.163389100E0,2.685716196E0
1.966719553E2,-1.278341675E0,1.889660470E0,2.698363724E0
1.966820003E2,-7.747250106E-1,1.523865091E0,2.337699276E0
1.966920463E2,-3.856749623E-1,1.178118644E0,1.795554796E0
1.967020913E2,-1.194271870E-2,8.164841437E-1,1.259583222E0
1.967121373E2,4.310187310E-1,6.008762527E-1,1.046362749E0
1.967221823E2,5.422718029E-1,6.019468778E-1,9.078854799E-1
1.967322283E2,4.704886792E-1,5.330082053E-1,7.985565805E-1
1.967422733E2,1.960472737E-1,3.348811501E-1,8.021917945E-1
1.967523193E2,-2.883460844E-1,7.521331966E-2,9.246324903E-1
1.967623643E2,-8.166210417E-1,-3.518708199E-1,9.885635342E-1
1.967724093E2,-1.145774844E0,-7.896489322E-1,8.233500174E-1
1.967824553E2,-1.214485110E0,-1.303812731E0,5.859536467E-1
1.967925003E2,-1.222502958E0,-1.864040310E0,1.859478166E-1
1.968025463E2,-1.273471821E0,-2.403414379E0,-2.144939965E-1
1.968125913E2,-1.224800402E0,-2.938155114E0,-5.441693705E-1
1.968226373E2,-1.037199285E0,-3.430427522E0,-6.817782553E-1
1.968326823E2,-8.985628255E-1,-3.706674548E0,-7.200664812E-1
1.968427283E2,-7.555924094E-1,-3.947567554E0,-5.765951049E-1
1.968527733E2,-6.101376575E-1,-4.073240005E0,-3.318049665E-1
1.968628193E2,-5.654381058E-1,-4.033407018E0,-6.892588176E-2
1.968728643E2,-8.119792295E-1,-3.817986238E0,9.944176935E-2
1.968829103E2,-9.373221177E-1,-3.547414520E0,-1.617226560E-2
1.968929553E2,-1.106802859E0,-3.241867681E0,3.267011147E-2
1.969030002E2,-1.355909668E0,-2.657769429E0,-1.916896362E-2
1.969130463E2,-1.527324157E0,-2.112951602E0,-4.663158137E-2
1.969230913E2,-1.390406633E0,-1.757830900E0,-4.248469949E-2
1.969331373E2,-1.070883048E0,-1.456253736E0,-1.769501942E-1
1.969431823E2,-7.691288598E-1,-1.264074469E0,-2.191033749E-1
1.969532283E2,-5.511423214E-1,-1.139347512E0,-2.518670783E-1
1.969632733E2,-3.570988154E-1,-1.067329695E0,-1.172688518E-1
1.969733193E2,-1.944598277E-1,-9.211411178E-1,-9.569847325E-2
1.969833643E2,-1.519219916E-1,-7.563829529E-1,4.933878740E-2
1.969934103E2,-2.059944838E-1,-3.696048403E-1,2.525950201E-1
1.970034553E2,-3.308750765E-1,8.314565241E-2,5.787369400E-1
1.970135013E2,-4.025174285E-1,4.737648010E-1,9.099495471E-1
1.970235463E2,-5.099566539E-1,1.011296997E0,1.097613010E0
1.970335912E2,-5.231519924E-1,1.639335321E0,1.256587109E0
1.970436373E2,-2.435099271E-1,2.246857519E0,1.140312887E0
1.970536822E2,2.213425478E-1,2.733770953E0,9.048262167E-1
1.970637283E2,5.852617018E-1,3.127469246E0,5.462755376E-1
1.970737732E2,8.184688349E-1,3.590927745E0,5.334001880E-2
1.970838193E2,1.073882158E0,3.974229687E0,-3.128611207E-2
1.970938642E2,1.562592515E0,4.298680574E0,4.962235909E-2
1.971039103E2,2.381584091E0,4.392726606E0,2.866784585E-1
1.971139553E2,3.301824738E0,4.068081592E0,7.521799743E-1
1.971240013E2,3.629802665E0,3.541247461E0,1.436746255E0
1.971340463E2,3.428268730E0,3.044032402E0,1.942630981E0
1.971440923E2,2.964250653E0,2.341327474E0,2.131581416E0
1.971541373E2,2.325529466E0,1.544329761E0,1.913604233E0
1.971641822E2,1.543102284E0,9.232426071E-1,1.476782725E0
1.971742283E2,9.037675052E-1,3.882369930E-1,1.078668689E0
1.971842732E2,6.393902542E-1,4.237184823E-2,7.089643729E-1
1.971943193E2,8.586957052E-1,-1.983609438E-1,3.983292872E-1
1.972043642E2,1.312809257E0,-3.876446700E-1,3.025833967E-1
1.972144103E2,1.661581053E0,-5.633037990E-1,2.661652200E-1
1.972244559E2,1.832052239E0,-6.711627084E-1,3.552024903E-1
1.972345019E2,1.736089783E0,-5.770628822E-1,4.777040702E-1
1.972445469E2,1.478951750E0,-5.299828559E-1,4.370244062E-1
1.972545929E2,1.235070232E0,-5.440840012E-1,5.517934819E-1
1.972646379E2,9.255402705E-1,-4.661183971E-1,4.152236474E-1
1.972746839E2,6.671815585E-1,-5.971773040E-1,3.796503568E-1
1.972847289E2,3.521064627E-1,-7.270866483E-1,1.286135282E-1
1.972947739E2,5.617624730E-2,-1.054498565E0,-1.688085312E-1
1.973048199E2,-1.928908736E-1,-1.523957477E0,-5.661408681E-1
1.973148649E2,-4.057475035E-1,-1.959527096E0,-8.132155502E-1
1.973249109E2,-6.026166033E-1,-2.404482080E0,-1.063403290E0
1.973349559E2,-7.073133384E-1,-2.910897734E0,-1.274372585E0
1.973450019E2,-7.286319213E-1,-3.342124625E0,-1.524803715E0
1.973550469E2,-8.071075487E-1,-3.674044161E0,-1.611019594E0
1.973650929E2,-7.570963863E-1,-3.922317522E0,-1.614695739E0
1.973751379E2,-5.922540946E-1,-4.088448613E0,-1.541745291E0
1.973851839E2,-5.248976056E-1,-4.023153926E0,-1.340824437E0
1.973952289E2,-3.812714242E-1,-3.921746834E0,-1.006680547E0
1.974052739E2,-1.100402132E-1,-3.689448066E0,-9.199213886E-1
1.974153199E2,1.508801640E-1,-3.401106659E0,-9.001122645E-1
1.974253649E2,1.506764616E-1,-2.934553814E0,-7.930075729E-1
1.974354109E2,-8.721056364E-2,-2.328428516E0,-6.592623820E-1
1.974454559E2,-2.542602523E-1,-1.963929464E0,-5.188409134E-1
1.974555019E2,-3.480165546E-1,-1.559504455E0,-3.694920621E-1
1.974655469E2,-2.141574892E-1,-9.657927954E-1,-1.976877831E-2
1.974755929E2,-2.310614973E-2,-3.138960779E-1,1.884002850E-1
1.974856379E2,6.488794081E-2,3.110619324E-1,2.494504058E-1
1.974956839E2,1.145658119E-1,8.232762694E-1,8.541495681E-2
1.975057289E2,3.929070179E-1,1.255227631E0,2.304381841E-1
1.975157749E2,1.161021605E0,1.889383897E0,2.760083862E-1
1.975258199E2,1.793724618E0,2.701070400E0,2.898142837E-1
1.975358649E2,1.838576270E0,3.245105869E0,2.970794857E-2
1.975459109E2,1.478644187E0,3.474020854E0,-4.336499780E-1
1.975559559E2,9.141539144E-1,3.479926541E0,-9.473185176E-1
1.975660019E2,2.180818480E-1,3.406500131E0,-1.111003134E0
1.975760469E2,-4.095427850E-1,3.399730225E0,-1.223327562E0
1.975860929E2,-1.117120418E0,3.550395430E0,-1.191294760E0
1.975961379E2,-1.582745821E0,3.841859250E0,-6.870074934E-1
1.976061839E2,-1.482288756E0,4.087622986E0,4.713740207E-2
1.976162289E2,-1.081165085E0,4.191560753E0,7.864078206E-1
1.976262749E2,-8.568561711E-1,4.207877993E0,1.603179647E0
1.976363199E2,-9.408461615E-1,4.148732237E0,2.158587951E0
1.976463659E2,-1.222390326E0,3.975465204E0,2.342793955E0
1.976564109E2,-1.546535330E0,3.583857876E0,2.307500162E0
1.976664559E2,-1.716390513E0,3.073356773E0,2.182856820E0
1.976765019E2,-1.775321384E0,2.594487938E0,1.996339411E0
1.976865469E2,-1.703916356E0,2.214989609E0,1.968414279E0
1.976965929E2,-1.383726335E0,1.904856799E0,1.981469942E0
1.977066379E2,-7.602388993E-1,1.472010813E0,2.067935058E0
1.977166839E2,-6.936142623E-2,1.001235108E0,2.078730773E0
1.977267289E2,3.968212172E-1,4.986645842E-1,2.016603522E0
1.977367749E2,6.453838695E-1,1.263682705E-1,1.733324634E0
1.977468199E2,6.112459242E-1,-7.309838176E-2,1.371157452E0
1.977568659E2,3.035451905E-1,-2.221760684E-1,1.095710180E0
1.977669109E2,4.478221670E-2,-4.226221293E-1,9.589252406E-1
1.977769559E2,-7.171010658E-2,-6.771420711E-1,9.041824383E-1
1.977870019E2,-1.239948126E-1,-9.247587901E-1,8.011276013E-1
1.977970469E2,-2.049447624E-1,-1.283000736E0,5.982222746E-1
1.978070929E2,-3.417465122E-1,-1.681654544E0,2.780262604E-1
1.978171379E2,-4.872215831E-1,-2.137980024E0,-4.491363287E-2
1.978271839E2,-6.180426545E-1,-2.604569707E0,-3.172499677E-1
1.978372289E2,-7.278260288E-1,-3.056203966E0,-5.413101552E-1
1.978472749E2,-7.593131389E-1,-3.463285366E0,-6.870214536E-1
1.978573199E2,-6.570629518E-1,-3.791122960E0,-8.167251221E-1
1.978673659E2,-5.335867873E-1,-3.963075539E0,-8.687909961E-1
1.978774109E2,-5.347700445E-1,-4.026052390E0,-8.909911928E-1
1.978874559E2,-5.678119292E-1,-4.015884667E0,-8.709427714E-1
1.978975019E2,-5.136475626E-1,-3.909338458E0,-4.743869448E-1
1.979075469E2,-4.214860884E-1,-3.487861798E0,-1.848848659E-1
1.979175929E2,-4.745060818E-1,-3.074847229E0,-2.956276220E-1
1.979276379E2,-6.336829332E-1,-2.935240277E0,-2.930401560E-1
1.979376839E2,-9.305332810E-1,-2.643441412E0,-3.521649349E-1
1.979477289E2,-1.184869182E0,-2.390186808E0,-2.305989826E-1
1.979577749E2,-1.185105117E0,-2.065638857E0,-1.487549935E-1
1.979678199E2,-1.031923196E0,-1.650167288E0,4.814363480E-2
1.979778659E2,-1.055507283E0,-1.277677431E0,4.443941637E-1
1.979879109E2,-1.050816939E0,-8.822103560E-1,5.381900444E-1
1.979979559E2,-1.000319288E0,-5.272282326E-1,5.900934388E-1
1.980080019E2,-1.052372518E0,-8.502436280E-2,4.839932988E-1
1.980180469E2,-1.038232488E0,1.156889158E-1,-1.078694344E-2
1.980280929E2,-1.129245131E0,1.690424198E-1,-4.959415724E-1
1.980381379E2,-1.055775524E0,2.867626584E-1,-6.981259739E-1
1.980481839E2,-8.588743376E-1,6.259736717E-1,-8.091926658E-1
1.980582289E2,-5.580334843E-1,1.255876088E0,-5.449541034E-1
1.980682749E2,-1.209995764E-1,1.996774444E0,-1.038495101E-1
1.980783199E2,3.257513807E-1,2.855002445E0,2.113832778E-1
1.980883659E2,7.954025924E-1,3.512926472E0,4.196371257E-1
1.980984109E2,1.153407434E0,3.765482919E0,5.993670132E-1
1.981084559E2,1.290295869E0,3.927631472E0,2.943681318E-1
1.981185019E2,1.111479682E0,4.211319664E0,3.554282659E-1
1.981285469E2,1.027338906E0,4.185632261E0,6.568955022E-1
1.981385929E2,1.110911990E0,4.015164290E0,1.161910747E0
1.981486379E2,1.276967579E0,3.764003574E0,2.193367190E0
1.981586839E2,1.486259308E0,3.363979763E0,2.979314834E0
1.981687289E2,1.584189937E0,2.836505948E0,3.250391167E0
1.981787749E2,1.484458073E0,2.219484948E0,2.980850313E0
1.981888199E2,1.149805695E0,1.610170578E0,2.421650675E0
1.981988659E2,9.271671121E-1,1.030865874E0,1.602899566E0
1.982089109E2,8.733073854E-1,6.669082743E-1,8.381556791E-1
1.982189569E2,9.470413595E-1,4.670989752E-1,3.830376488E-1
1.982290019E2,1.018831646E0,4.839225841E-1,-6.261198521E-3
1.982390469E2,1.260506790E0,3.606281948E-1,-2.197939128E-1
1.982490929E2,1.456381790E0,2.317368507E-1,-1.294667101E-1
1.982591379E2,1.611089468E0,6.320723176E-2,-2.331284881E-3
1.982691839E2,1.635242562E0,-2.692338753E-1,2.273232993E-1
1.982792289E2,1.579699714E0,-4.532480907E-1,3.789673289E-1
1.982892749E2,1.265750719E0,-4.895405889E-1,4.831196883E-1
1.982993199E2,8.430569614E-1,-4.894569737E-1,5.649663086E-1
1.983093659E2,5.188681030E-1,-5.390951568E-1,4.370653367E-1
1.983194109E2,3.522416065E-1,-7.339068407E-1,5.291620530E-2
1.983294559E2,2.323563267E-1,-9.678925306E-1,-4.678591132E-1
1.983395019E2,1.728412827E-1,-1.269179088E0,-9.199412692E-1
1.983495469E2,2.101315351E-1,-1.615555864E0,-1.351544722E0
1.983595929E2,3.189245372E-1,-1.920783445E0,-1.590289460E0
1.983696379E2,3.476509575E-1,-2.189642513E0,-1.644174476E0
1.983796839E2,3.605160014E-1,-2.430364780E0,-1.554640156E0
1.983897289E2,4.615246052E-1,-2.710307831E0,-1.399811733E0
1.983997749E2,4.468595691E-1,-2.963886956E0,-1.175773984E0
1.984098199E2,2.503451760E-1,-3.223000470E0,-9.522810495E-1
1.984198659E2,9.110400528E-3,-3.442280998E0,-7.340069012E-1
1.984299109E2,-2.447272443E-1,-3.614150546E0,-6.762521980E-1
1.984399559E2,-5.725223000E-1,-3.795762725E0,-5.912447921E-1
1.984500019E2,-8.747726977E-1,-3.876128612E0,-4.586187583E-1
1.984600469E2,-9.401733662E-1,-3.776057024E0,-3.822061747E-1
1.984700929E2,-8.477179232E-1,-3.423843557E0,-3.952513129E-1
1.984801379E2,-6.245135488E-1,-3.031308276E0,-3.534401395E-1
1.984901839E2,-4.380872107E-1,-2.658317313E0,-4.693870272E-1
1.985002289E2,-2.750897156E-1,-2.185638925E0,-7.916627133E-1
1.985102749E2,-1.751138762E-1,-1.582934248E0,-1.033963729E0
1.985203199E2,-2.279591840E-1,-1.065673764E0,-1.160454206E0
1.985303659E2,-3.842147664E-1,-5.666074759E-1,-1.144940373E0
1.985404109E2,-4.413140698E-1,-3.099024296E-4,-8.572041535E-1
1.985504559E2,-2.636863294E-1,5.458562922E-1,-3.515486383E-1
1.985605019E2,-6.553245015E-2,1.242091277E0,-4.767059505E-2
1.985705469E2,3.022908166E-2,1.858390145E0,5.142245732E-1
1.985805929E2,3.207797125E-2,2.475176672E0,1.259113106E0
1.985906379E2,6.879812010E-2,3.074099370E0,1.296308414E0
1.986006839E2,-7.942463055E-2,3.333864264E0,1.339029926E0
1.986107289E2,-4.694062865E-1,3.410058746E0,9.693905872E-1
1.986207749E2,-9.117263697E-1,3.399913827E0,3.305729216E-1
1.986308199E2,-1.180017016E0,3.607915075E0,-2.877444424E-1
1.986408649E2,-1.156859703E0,4.011060129E0,-6.043190932E-1
1.986509109E2,-6.571649858E-1,4.466032564E0,-6.817742354E-1
1.986609559E2,5.545572415E-3,4.723417057E0,-5.031511527E-1
1.986710019E2,3.267549822E-1,4.631639745E0,-1.164596154E-1
1.986810469E2,7.335178547E-2,4.493249014E0,2.295213407E-1
1.986910929E2,-4.847627559E-1,4.132521417E0,8.520352149E-1
1.987011379E2,-1.229751605E0,3.773890046E0,1.409702883E0
1.987111839E2,-1.904985145E0,3.611681267E0,2.110792810E0
1.987212289E2,-2.136831923E0,3.497295111E0,2.589685619E0
1.987312749E2,-1.956813695E0,3.161364385E0,2.874195930E0
1.987413199E2,-1.803179273E0,2.860070227E0,2.863960964E0
1.987513649E2,-1.499569471E0,2.480445598E0,2.536141496E0
1.987614109E2,-1.053635516E0,1.861846434E0,2.009891503E0
1.987714559E2,-6.667088111E-1,1.271807996E0,1.520256189E0
1.987815019E2,-4.674244458E-1,7.309253454E-1,1.125587844E0
1.987915469E2,-4.531008871E-1,2.219199604E-1,7.593521690E-1
1.988015929E2,-4.232495356E-1,-3.490898842E-1,4.809744179E-1
1.988116379E2,-3.924208219E-1,-8.827418679E-1,2.428196633E-1
1.988216839E2,-3.542124105E-1,-1.289126864E0,1.397554342E-1
1.988317289E2,-2.177837862E-1,-1.611042398E0,1.800596704E-1
1.988417739E2,-7.704919919E-2,-1.921200351E0,1.245205504E-1
1.988518199E2,-1.248402469E-2,-2.267807508E0,2.953308027E-2
1.988618649E2,7.652982026E-3,-2.618314172E0,1.627287425E-2
1.988719109E2,-1.728407711E-2,-2.943651497E0,-6.827267468E-2
1.988819559E2,-6.143289417E-2,-3.264420977E0,-5.145140469E-2
1.988920019E2,-1.574875177E-1,-3.538322099E0,3.743614040E-2
1.989020469E2,-2.660160063E-1,-3.754673756E0,1.826616449E-1
1.989120929E2,-2.167755800E-1,-3.896282794E0,3.619285790E-1
1.989221379E2,-2.685118172E-1,-3.816592262E0,6.941124451E-1
1.989321829E2,-4.798529220E-1,-3.638355095E0,8.913138860E-1
1.989422289E2,-6.053157511E-1,-3.504000698E0,9.926816551E-1
1.989522739E2,-7.181325877E-1,-3.369969066E0,1.073679260E0
1.989623199E2,-8.038325232E-1,-3.127591453E0,9.744542760E-1
1.989723649E2,-8.040061124E-1,-2.815419134E0,6.500413960E-1
1.989824109E2,-8.551319734E-1,-2.576245794E0,2.277034414E-1
1.989924559E2,-9.588782436E-1,-2.216454921E0,-8.415782372E-2
1.990025019E2,-9.315274539E-1,-1.702117460E0,-6.040875435E-2
1.990125469E2,-8.865865584E-1,-1.229405742E0,3.518637302E-1
1.990225929E2,-7.731886547E-1,-6.521300215E-1,7.234637135E-1
1.990326379E2,-6.048677813E-1,-1.575140494E-1,1.104763570E0
1.990426829E2,-4.085980942E-1,2.244570673E-1,1.302600603E0
1.990527289E2,-9.424469098E-2,5.541260093E-1,1.215376518E0
1.990627739E2,1.899910931E-1,8.341211003E-1,7.769253910E-1
1.990728199E2,2.371574389E-1,9.658676398E-1,1.942006681E-1
1.990828649E2,1.290212253E-1,1.200051550E0,-4.815901297E-1
1.990929109E2,-6.791175529E-3,1.570614164E0,-1.099294084E0
1.991029559E2,-8.812565289E-2,1.887370700E0,-1.610720217E0
1.991130019E2,-1.310209731E-1,2.127694772E0,-1.744732552E0
1.991230469E2,-2.129126901E-1,2.630651797E0,-1.733765514E0
1.991330919E2,-3.404465300E-1,3.384541497E0,-1.029246195E0
1.991431379E2,-1.328681816E-1,4.175383261E0,2.719059797E-1
1.991531829E2,7.078552292E-1,4.749890326E0,1.593787850E0
1.991632289E2,1.877987235E0,5.233305371E0,2.823245047E0
1.991732739E2,2.638908650E0,5.406034461E0,3.947234847E0
1.991833199E2,2.849455776E0,5.331026963E0,4.777627763E0
1.991933649E2,2.854965023E0,4.842076358E0,4.912134188E0
1.992034109E2,2.634808875E0,3.857949033E0,4.635048087E0
1.992134559E2,2.111809349E0,2.739827499E0,3.339139622E0
1.992235019E2,1.645103891E0,1.634896699E0,1.930355921E0
1.992335501E2,1.352702470E0,7.256423861E-1,6.830635464E-1
1.992435951E2,1.330058835E0,1.221120822E-1,-3.671402754E-1
1.992536411E2,1.550815785E0,-1.828997362E-1,-1.322784022E0
1.992636861E2,1.844994759E0,-4.987218869E-1,-1.815525377E0
1.992737321E2,2.127886414E0,-8.261186010E-1,-1.697502252E0
1.992837771E2,2.219919981E0,-1.090422104E0,-1.568546589E0
1.992938231E2,2.013913072E0,-1.439925971E0,-1.417389632E0
1.993038681E2,1.503483159E0,-1.635600704E0,-9.114797634E-1
1.993139141E2,9.954556473E-1,-1.708486247E0,-3.797825038E-1
1.993239591E2,5.864423277E-1,-1.664397072E0,-3.999986672E-1
1.993340051E2,1.092452111E-1,-1.712886277E0,-5.096416352E-1
1.993440501E2,-2.335943650E-1,-1.915708646E0,-7.525519303E-1
1.993540951E2,-4.082934908E-1,-2.162469333E0,-8.852578517E-1
1.993641411E2,-5.280109555E-1,-2.371314919E0,-6.478223777E-1
1.993741861E2,-6.145208035E-1,-2.558080834E0,-3.658298048E-1
1.993842321E2,-6.967265891E-1,-2.800029847E0,-8.636395991E-2
1.993942771E2,-7.252807358E-1,-3.063287283E0,1.380146816E-1
1.994043231E2,-7.967450400E-1,-3.226297131E0,3.666816710E-1
1.994143681E2,-7.855190438E-1,-3.350469772E0,6.937738182E-1
1.994244141E2,-6.273936680E-1,-3.342545040E0,7.157190033E-1
1.994344591E2,-3.161580367E-1,-3.362615023E0,2.869485267E-1
1.994445051E2,-8.757996149E-3,-3.446569346E0,-2.839618786E-1
1.994545501E2,1.802036947E-1,-3.444989428E0,-9.240530312E-1
1.994645951E2,3.507687294E-1,-3.474396245E0,-1.464902353E0
1.994746411E2,5.288601905E-1,-3.503888431E0,-1.926953427E0
1.994846861E2,5.764735194E-1,-3.487038510E0,-2.177851603E0
1.994947321E2,5.193621196E-1,-3.297345479E0,-2.291792201E0
1.995047771E2,3.221138278E-1,-3.170891839E0,-2.077375388E0
1.995148231E2,-7.419118982E-2,-2.882130017E0,-1.713334174E0
1.995248681E2,-4.600871038E-1,-2.494322795E0,-1.275574188E0
1.995349141E2,-6.831272080E-1,-1.836305212E0,-8.714632467E-1
1.995449591E2,-8.675734596E-1,-9.851079029E-1,-5.560841688E-1
1.995550051E2,-7.617503314E-1,-1.093669063E-1,-4.421588463E-1
1.995650501E2,-2.988673997E-1,7.608519799E-1,-2.371782696E-1
1.995750961E2,2.671943116E-1,1.595453137E0,4.333203413E-2
1.995851411E2,8.890771799E-1,2.261415916E0,6.010696493E-2
